number,label,status,composite,computational_handle,counterexample_reachable,accessibility,depth_required,problem_type,attack_vector,rationale,statement
1113,#1113,open,42.0,2,1,4,2,existence,needs proof - deprioritize,"The objects (Sierpinski numbers, covering sets) are elementary to state, but determining whether a given odd m is a Sierpinski number without a finite covering set requires verifying infinitely many primality/divisibility conditions. Computational experiments can identify known Sierpinski numbers and their covering sets but cannot confirm the absence of any finite covering set, making this essentially a proof-level question about the structure of prime coverings.",A positive odd integer $m$ such that none of $2^k m + 1$ are prime for $k \geq 0$ is called a Sierpinski number. We say that a set of primes $P$ is a covering set for $m$ if every $2^k m + 1$ is divisible by some $p \in P$. Are there Sierpinski numbers with no finite covering set of primes?
66,#66,open,38.0,2,1,3,2,existence,needs proof - deprioritize,"This asks for a set A whose additive energy (number of representations as sum of two elements) grows like log n; related to Sidon sets and B_h sets but in a density sense. Computational experiments can construct candidates but verifying the limit exists requires asymptotic analysis, and this is closely tied to deep additive combinatorics (Erdős–Turán conjecture territory).",Is there $A \subseteq \mathbb{N}$ such that \[\lim_{n \to \infty} \frac{1_A * 1_A(n)}{\log n}\] exists and is $\neq 0?
335,#335,open,38.0,2,1,3,2,other,needs proof - deprioritize,"The problem asks for a structural characterization of density-additive pairs, which involves asymptotic density and sumsets—standard but non-trivial analytic/combinatorial number theory. Finite computation can probe small examples but cannot characterize the general structure, and known partial results (e.g., arithmetic progressions) suggest the answer requires deep structural theorems like Freiman-type results.","Let $d(A)$ denote the density of $A \subseteq \mathbb{N}$. Characterise those $A, B \subseteq \mathbb{N}$ with positive density such that \[d(A + B) = d(A) + d(B).\]"
336,#336,open,38.0,2,1,3,2,asymptotic,"Compute h(r) for small r (r=2,3,4) by constructing explicit additive bases and checking exact-order representations, to guess the limiting constant","The objects (additive bases of order r) are standard number-theoretic but the asymptotic limit h(r)/r^2 is a delicate analytic/combinatorial quantity requiring construction of extremal bases. Small-r computations are feasible but give weak evidence about the limiting ratio, and the problem likely needs a clever construction plus matching upper bound.",For $r \geq 2$ let $h(r)$ be the maximal finite $k$ such that there exists a basis $A \subseteq \mathbb{N}$ of order $r$ (so every large integer is the sum of at most $r$ integers from $A$) and exact order $k$ (so every large integer is the sum of exactly $k$ integers from $A$). Find the value of $\lim_{r \to \infty} \frac{h(r)}{r^2}$.
425,#425,open,38.0,2,1,3,2,asymptotic,needs proof - deprioritize,"The objects (B_2-like product sets, primes up to n) are standard but the claims are precise asymptotic formulas requiring deep analytic number theory (Erdős–Turán style arguments). Finite computation can probe F(n) for small n but cannot meaningfully verify or refute the conjectured second-order term c·n^{3/4}(log n)^{-3/2}.","Let $F(n)$ be the maximum possible size of a subset $A \subseteq \{1,\ldots,N\}$ such that the products $ab$ are distinct for all $a < b$. Is there a constant $c$ such that $$F(n) = \pi(n) + (c + o(1))n^{3/4}(\log n)^{-3/2}?$$ If $A \subseteq \{1,\ldots,n\}$ is such that all products $a_1 \cdots a_r$ are distinct for $a_1 < \cdots < a_r$ then is it true that $$|A| \leq \pi(n) + O(n^{\frac{r+1}{2r}})?$$"
520,#520,open,38.0,2,1,3,2,existence,needs proof - deprioritize,The problem involves random multiplicative functions and almost-sure limsup behavior—standard to state but requires deep probabilistic number theory (law of the iterated logarithm analogues for multiplicative functions). Computation can simulate partial sums for fixed realizations but cannot establish the almost-sure constant or its existence.,"Let $f$ be a Rademacher multiplicative function: a random $\{-1, 0, 1\}$-valued multiplicative function, where for each prime $p$ we independently choose $f(p) \in \{-1, 1\}$ uniformly at random, and for square-free integers $n$ we extend $f(p_1 \cdots p_r) = f(p_1) \cdots f(p_r)$ (and $f(n) = 0$ if $n$ is not squarefree). Does there exist some constant $c > 0$ such that, almost surely, $$\limsup_{N \to \infty} \frac{\sum_{m \leq N} f(m)}{\sqrt{N \log \log N}} = c?$$"
870,#870,open,38.0,2,1,3,2,existence,needs proof - deprioritize,"The problem involves additive bases and minimal sub-bases, requiring non-trivial additive combinatorics machinery to even formulate precisely. The existence of a constant c(k) and the interaction between representation density and minimal basis structure is a structural question with no clear finite computation that would confirm or refute it.",Let $k \geq 3$ and $A$ be an additive basis of order $k$. Does there exist a constant $c = c(k) > 0$ such that if $r(n) \geq c \log n$ for all large $n$ then $A$ must contain a minimal basis of order $k$? (Here $r(n)$ counts the number of representations of $n$ as the sum of at most $k$ elements from $A$.)
890,#890,open,38.0,2,1,3,2,asymptotic,needs proof - deprioritize,"The objects (prime factor counts, liminf/limsup over consecutive integers) are standard number theory but the claims are asymptotic/infinitary, so no finite computation can settle or strongly inform them. Both parts require analytic number theory techniques around distribution of prime factors in short intervals, placing this firmly in the hard-proof category.","If $\omega_k(n)$ counts the number of distinct prime factors of $n$ which are $> k$, then is it true that, for every $k \geq 1$, \[\liminf_{n\to\infty} \sum_{0\leq i<k} \omega_k(n+i) \leq k?\] Is it true that \[\limsup_{n\to\infty} \left( \sum_{0\leq i<k} \omega(n+i) \right) \frac{\log \log n}{\log n} = 1,\] where $\omega$ counts the number of distinct prime factors without restriction?"
948,#948,open,38.0,2,1,3,2,existence,needs proof - deprioritize,"The problem involves Rado/Schur-type Ramsey theory on subset sums with a growth-rate constraint, requiring non-trivial combinatorial machinery even to test meaningful cases. The existential/asymptotic nature and the quantifier alternation (over all k-colorings, existence of sequence, infinitely many n) make finite computation give little traction.",Is there a function $f(n)$ and a $k$ such that in any $k$-colouring of the integers there exists a sequence $a_1 < \cdots$ such that $a_n < f(n)$ for infinitely many $n$ and the set $\left\{\sum_{i\in S} a_i : \text{finite } S\right\}$ does not contain all colours?
1146,#1146,open,38.0,2,1,3,2,decision,needs proof - deprioritize,"The objects (Schnirelmann density, essential components) are standard additive combinatorics concepts but require non-trivial theory to work with rigorously. Computational experiments can estimate Schnirelmann densities for small cases but cannot resolve the question since it requires verifying a density inequality for ALL subsets B, making finite computation insufficient to settle it.","We say that $A \subset \mathbb{N}$ is an essential component if $d_s(A + B) > d_s(B)$ for every $B \subset \mathbb{N}$ with $0 < d_s(B) < 1$ where $d_s$ is the Schnirelman density. Is $B = \{2^m 3^n : m, n \geq 0\}$ an essential component?"
679,#679,open,35.0,2,1,3,1,existence,needs proof - deprioritize,"The problem involves omega(n) and logarithmic bounds on prime factor counts, which are standard analytic number theory objects, but the question is asymptotic/infinitary and requires deep sieve/probabilistic methods to approach. No finite computation can meaningfully resolve existence of infinitely many such n or disprove the stronger bound.",Let $\epsilon > 0$ and $\omega(n)$ count the number of distinct prime factors of $n$. Are there infinitely many values of $n$ such that \[\omega(n - k) < (1 + \epsilon) \frac{\log k}{\log \log k}\] for all $k < n$ which are sufficiently large depending on $\epsilon$ only? Can one show the stronger version with \[\omega(n - k) < \frac{\log k}{\log \log k} + O(1)\] is false?
345,#345,open,34.0,2,1,2,2,universal,needs proof - deprioritize,"The function T is not defined in the problem statement, making this garbled or missing context. Without knowing what T denotes, no meaningful computation or analysis is possible.",Is it true that there are infinitely many $k$ such that $T(n^k) > T(n^{k+1})$?
983,#983,open,34.0,2,1,2,2,asymptotic,needs proof - deprioritize,"The function f(k,n) is not defined in the statement, making this effectively garbled/incomplete without context from the original Erdős paper. Even if f were known, the problem is asymptotic in nature requiring deep analytic number theory.","Is it true that \[2\pi(n^{1/2}) - f(\pi(n) + 1, n) \to \infty\] as $n \to \infty$? In general, estimate $f(k, n)$, particularly when $\pi(n) + 1 < k = o(n)$."
1101,#1101,open,34.0,2,1,2,2,existence,needs proof - deprioritize,"The problem involves subtle analytic number theory: gaps in sifted sequences, asymptotic gap bounds, and conditions on growth rates of pairwise coprime sequences. Even stating it precisely requires understanding sieve theory and asymptotic density arguments. Computational experiments on small cases cannot meaningfully inform the asymptotic gap condition.","If $u = \{u_1 < u_2 < \cdots\}$ is a sequence of integers such that $(u_i, u_j) = 1$ for all $i \neq j$ and $\sum \frac{1}{u_i} < \infty$ then let $\{a_1 < a_2 < \cdots\}$ be the sequence of integers which are not divisible by any of the $u_j$. For any $x$ define $t_x$ by \[u_1 \cdots u_{t_x} \leq x < u_1 \cdots u_{t_x} u_{t_x+1}.\] We call such a sequence $u_i$ good if, for all $\epsilon > 0$, if $x$ is sufficiently large then \[\max_{a_k < x}(a_{k+1} - a_k) < (1 + \epsilon) t_x \prod_i \left(1 - \frac{1}{u_i}\right)^{-1}.\] Is there a good sequence such that $u_n < n^{O(1)}$? Is there a good sequence such that $u_n \leq e^{o(n)}$?"
122,#122,open,31.0,2,1,2,1,other,needs proof - deprioritize,"The problem asks for a characterization of number-theoretic functions f satisfying a complex density/clustering condition involving variable windows F(x), which requires sophisticated analytic/probabilistic number theory even to properly formalize. No concrete finite computation captures the asymptotic and 'almost all' quantifiers involved.","For which number theoretic functions $f$ is it true that, for any $F(n)$ such that $F(n)/f(n) \to 0$ for almost all $n$, there are infinitely many $x$ such that $$\frac{\#\{n \in \mathbb{N} : n + f(n) \in (x, x + F(x))\}}{F(x)} \to \infty?$$"
233,#233,open,20.0,1,1,1,1,other,needs proof - deprioritize,"The problem statement is garbled/truncated: it defines d_n as prime gaps but then asks about a sum involving a_n with no definition of a_n given. This is not a complete, coherent mathematical problem as stated.","Let $d_n = p_{n+1} - p_n$, where $p_n$ is the $n$th prime. Prove that $$\sum_{1 \leq n \leq N} a_n \ll N(\log N).$$"
691,#691,open,20.0,1,1,1,1,other,needs proof - deprioritize,"The problem statement is severely incomplete/truncated — 'A' and 'M_A' are undefined, with no context given. Cannot evaluate or compute anything without the missing definitions.",Find a necessary and sufficient condition on $A$ for $M_A$ to have density 1.
